alpha,horizon_h,method,threshold,contamination_target,tp,fp,fn,tn,precision_proxy_given_anomaly,recall_anomaly_given_proxy,jaccard,agreement,anomaly_rate,proxy_rate,return_threshold,volspike_threshold
2.0,30,abs_return_robust_z,430.27677691012076,0.12115493325216332,2755,25107,25107,177001,0.09888019524800803,0.09888019524800803,0.05201155392776907,0.78164978040614,0.12115493325216332,0.12115493325216332,,
2.0,30,return_over_sigma_robust_z,248.87125877543068,0.12115493325216332,3084,24778,24778,177330,0.11068839279305147,0.11068839279305147,0.05858662613981763,0.7845110231769361,0.12115493325216332,0.12115493325216332,,
2.0,30,volspike_robust_z,6.345436484660615,0.12115493325216332,3723,24139,24139,177969,0.13362285550211758,0.13362285550211758,0.07159477702351878,0.7900682697743184,0.12115493325216332,0.12115493325216332,,
2.0,30,return_or_volspike_robust_z,,0.12115493325216332,5856,41934,22006,160174,0.12253609541745135,0.21017873806618334,0.0839016562553728,0.7219637344001392,0.20780971431056225,0.12115493325216332,248.87125877543068,6.345436484660615
2.0,30,isolation_forest_features,,0.12115493325216332,3348,24514,24514,177594,0.12016366377144498,0.12016366377144498,0.0639224072094089,0.7868069748228029,0.12115493325216332,0.12115493325216332,,
